Year,Name,Nameco,lg,Tm,Vote Pts,1st Place,Share,WAR,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS
2013,Hanley Ramirez,ramirha01,NL,LAD,58,0,14%,5.4,86,304,62,105,20,57,10,27,0.345,0.402,0.638,1.04
2013,Carlos Gomez,gomezca01,NL,MIL,43,0,10%,7.8,147,536,80,152,24,73,40,37,0.284,0.338,0.506,0.843
2013,Jay Bruce,bruceja01,NL,CIN,30,0,7%,5.1,160,626,89,164,30,109,7,63,0.262,0.329,0.478,0.807
2013,Shin-Soo Choo,choosh01,NL,CIN,23,0,5%,4.4,154,569,107,162,21,54,20,112,0.285,0.423,0.462,0.885
2013,Jayson Werth,werthja01,NL,WSN,20,0,5%,4.7,129,462,84,147,25,82,10,60,0.318,0.398,0.532,0.931
2013,Andrelton Simmons,simmoan01,NL,ATL,14,0,3%,7,157,606,76,150,17,59,6,40,0.248,0.296,0.396,0.692
2013,Yasiel Puig,puigya01,NL,LAD,10,0,2%,4.7,104,382,66,122,19,42,11,36,0.319,0.391,0.534,0.925
2013,Hunter Pence,pencehu01,NL,SFG,7,0,2%,3.8,162,629,91,178,27,99,22,52,0.283,0.339,0.483,0.822
2013,Troy Tulowitzki,tulowtr01,NL,COL,5,0,1%,5.3,126,446,72,139,25,82,1,57,0.312,0.391,0.54,0.931
2013,Allen Craig,craigal01,NL,STL,4,0,1%,2.3,134,508,71,160,13,97,2,40,0.315,0.373,0.457,0.83
2013,Adrian Gonzalez,gonzaad01,NL,LAD,4,0,1%,3.9,157,583,69,171,22,100,1,47,0.293,0.342,0.461,0.803
2013,Michael Cuddyer,cuddymi01,NL,COL,3,0,1%,2.1,130,489,74,162,20,84,10,46,0.331,0.389,0.53,0.919
2013,Buster Posey,poseybu01,NL,SFG,3,0,1%,5.3,148,520,61,153,15,72,2,60,0.294,0.371,0.45,0.821
2013,Matt Holliday,hollima01,NL,STL,2,0,0%,2.6,141,520,103,156,22,94,6,69,0.3,0.389,0.49,0.879
2013,Russell Martin,martiru01,NL,PIT,1,0,0%,4,127,438,51,99,15,55,9,58,0.226,0.327,0.377,0.703
2012,Buster Posey,poseybu01,NL,SFG,422,27,94%,7.6,148,530,78,178,24,103,1,69,0.336,0.408,0.549,0.957
2012,Ryan Braun,braunry02,NL,MIL,285,3,64%,6.9,154,598,108,191,41,112,30,63,0.319,0.391,0.595,0.987
2012,Andrew McCutchen,mccutan01,NL,PIT,245,0,55%,6.9,157,593,107,194,31,96,20,70,0.327,0.4,0.553,0.953
2012,Yadier Molina,molinya01,NL,STL,241,2,54%,7.2,138,505,65,159,22,76,12,45,0.315,0.373,0.501,0.874
2012,Chase Headley,headlch01,NL,SDP,127,0,28%,6.4,161,604,95,173,31,115,17,86,0.286,0.376,0.498,0.875
2012,Adam LaRoche,larocad01,NL,WSN,86,0,19%,4.2,154,571,76,155,33,100,1,67,0.271,0.343,0.51,0.853
2012,David Wright,wrighda03,NL,NYM,86,0,19%,7.1,156,581,91,178,21,93,15,81,0.306,0.391,0.492,0.883
2012,Aramis Ramirez,ramirar01,NL,MIL,47,0,10%,5.6,149,570,92,171,27,105,9,44,0.3,0.36,0.54,0.901
2012,Jay Bruce,bruceja01,NL,CIN,46,0,10%,2.2,155,560,89,141,34,99,9,62,0.252,0.327,0.514,0.841
2012,Matt Holliday,hollima01,NL,STL,34,0,8%,4,157,599,95,177,27,102,4,75,0.295,0.379,0.497,0.877
2012,Brandon Phillips,phillbr01,NL,CIN,18,0,4%,4,147,580,86,163,18,77,15,28,0.281,0.321,0.429,0.75
2012,Joey Votto,vottojo01,NL,CIN,16,0,4%,5.9,111,374,59,126,14,56,5,94,0.337,0.474,0.567,1.041
2012,Ian Desmond,desmoia01,NL,WSN,15,0,3%,3.4,130,513,72,150,25,73,21,30,0.292,0.335,0.511,0.845
2012,Michael Bourn,bournmi01,NL,ATL,12,0,3%,6,155,624,96,171,9,57,42,70,0.274,0.348,0.391,0.739
2012,Allen Craig,craigal01,NL,STL,10,0,2%,2.4,119,469,76,144,22,92,2,37,0.307,0.354,0.522,0.876
2012,Martin Prado,pradoma01,NL,ATL,8,0,2%,5.4,156,617,81,186,10,70,17,58,0.301,0.359,0.438,0.796
2012,Alfonso Soriano,soriaal01,NL,CHC,8,0,2%,1.9,151,561,68,147,32,108,6,44,0.262,0.322,0.499,0.821
2012,Giancarlo Stanton,stantmi03,NL,MIA,7,0,2%,5.4,123,449,75,130,37,86,6,46,0.29,0.361,0.608,0.969
2012,Ryan Zimmerman,zimmery01,NL,WSN,7,0,2%,3.9,145,578,93,163,25,95,5,57,0.282,0.346,0.478,0.824
2012,Carlos Beltran,beltrca01,NL,STL,6,0,1%,3.9,151,547,83,147,32,97,13,65,0.269,0.346,0.495,0.842
2012,Aaron Hill,hillaa01,NL,ARI,6,0,1%,5.1,156,609,93,184,26,85,14,52,0.302,0.36,0.522,0.882
2012,Jason Heyward,heywaja01,NL,ATL,4,0,1%,5.5,158,587,93,158,27,82,21,58,0.269,0.335,0.479,0.814
2012,Carlos Ruiz,ruizca01,NL,PHI,4,0,1%,4.6,114,372,56,121,16,68,4,29,0.325,0.394,0.54,0.935
2012,Bryce Harper,harpebr03,NL,WSN,2,0,0%,5.2,139,533,98,144,22,59,18,56,0.27,0.34,0.477,0.817
2012,Chipper Jones,jonesch06,NL,ATL,1,0,0%,2.8,112,387,58,111,14,62,1,57,0.287,0.377,0.455,0.832
2012,Miguel Montero,montemi01,NL,ARI,1,0,0%,4.5,141,486,65,139,15,88,0,73,0.286,0.391,0.438,0.829
2012,Angel Pagan,paganan01,NL,SFG,1,0,0%,4.2,154,605,95,174,8,56,29,48,0.288,0.338,0.44,0.778
2012,Hunter Pence,pencehu01,NL,TOT,1,0,0%,1.3,160,617,87,156,24,104,5,56,0.253,0.319,0.425,0.743
2011,Ryan Braun,braunry02,NL,MIL,388,20,87%,7.7,150,563,109,187,33,111,33,58,0.332,0.397,0.597,0.994
2011,Matt Kemp,kempma01,NL,LAD,332,10,74%,8,161,602,115,195,39,126,40,74,0.324,0.399,0.586,0.986
2011,Prince Fielder,fieldpr01,NL,MIL,229,1,51%,4.5,162,569,95,170,38,120,1,107,0.299,0.415,0.566,0.981
2011,Justin Upton,uptonju01,NL,ARI,214,1,48%,5.5,159,592,105,171,31,88,21,59,0.289,0.369,0.529,0.898
2011,Albert Pujols,pujolal01,NL,STL,166,0,37%,5.3,147,579,105,173,37,99,9,61,0.299,0.366,0.541,0.906
2011,Joey Votto,vottojo01,NL,CIN,135,0,30%,6.6,161,599,101,185,29,103,8,110,0.309,0.416,0.531,0.947
2011,Lance Berkman,berkmla01,NL,STL,118,0,26%,3.8,145,488,90,147,31,94,2,92,0.301,0.412,0.547,0.959
2011,Troy Tulowitzki,tulowtr01,NL,COL,69,0,15%,6.2,143,537,81,162,30,105,9,59,0.302,0.372,0.544,0.916
2011,Ryan Howard,howarry01,NL,PHI,39,0,9%,1.2,152,557,81,141,33,116,1,75,0.253,0.346,0.488,0.835
2011,Jose Reyes,reyesjo01,NL,NYM,31,0,7%,4.6,126,537,101,181,7,44,39,43,0.337,0.384,0.493,0.877
2011,Shane Victorino,victosh01,NL,PHI,18,0,4%,5.5,132,519,95,145,17,61,19,55,0.279,0.355,0.491,0.847
2011,Hunter Pence,pencehu01,NL,TOT,10,0,2%,5.7,154,606,84,190,22,97,8,56,0.314,0.37,0.502,0.871
2011,Pablo Sandoval,sandopa01,NL,SFG,7,0,2%,6,117,426,55,134,23,70,2,32,0.315,0.357,0.552,0.909
2011,Mike Morse,morsemi01,NL,WSN,5,0,1%,3.4,146,522,73,158,31,95,2,36,0.303,0.36,0.55,0.91
2011,Carlos Beltran,beltrca01,NL,TOT,3,0,1%,4.5,142,520,78,156,22,84,4,71,0.3,0.385,0.525,0.91
2011,Yadier Molina,molinya01,NL,STL,2,0,0%,2.9,139,475,55,145,14,65,4,33,0.305,0.349,0.465,0.814
2011,Miguel Montero,montemi01,NL,ARI,2,0,0%,4.4,140,493,65,139,18,86,1,47,0.282,0.351,0.469,0.82
2011,Starlin Castro,castrst01,NL,CHC,1,0,0%,3.2,158,674,91,207,10,66,22,35,0.307,0.341,0.432,0.773
2011,Carlos Ruiz,ruizca01,NL,PHI,1,0,0%,2.9,132,410,49,116,6,40,1,48,0.283,0.371,0.383,0.754
2011,Giancarlo Stanton,stantmi03,NL,FLA,1,0,0%,4.1,150,516,79,135,34,87,5,70,0.262,0.356,0.537,0.893
2010,Joey Votto,vottojo01,NL,CIN,443,31,99%,7,150,547,106,177,37,113,16,91,0.324,0.424,0.6,1.024
2010,Albert Pujols,pujolal01,NL,STL,279,1,62%,7.5,159,587,115,183,42,118,14,103,0.312,0.414,0.596,1.011
2010,Carlos Gonzalez,gonzaca01,NL,COL,240,0,54%,5.9,145,587,111,197,34,117,26,40,0.336,0.376,0.598,0.974
2010,Adrian Gonzalez,gonzaad01,NL,SDP,197,0,44%,4.4,160,591,87,176,31,101,0,93,0.298,0.393,0.511,0.904
2010,Troy Tulowitzki,tulowtr01,NL,COL,132,0,29%,6.7,122,470,89,148,27,95,11,48,0.315,0.381,0.568,0.949
2010,Aubrey Huff,huffau01,NL,SFG,70,0,16%,5.7,157,569,100,165,26,86,7,83,0.29,0.385,0.506,0.891
2010,Jayson Werth,werthja01,NL,PHI,52,0,12%,4.5,156,554,106,164,27,85,13,82,0.296,0.388,0.532,0.921
2010,Martin Prado,pradoma01,NL,ATL,51,0,11%,5,140,599,100,184,15,66,5,40,0.307,0.35,0.459,0.809
2010,Ryan Howard,howarry01,NL,PHI,50,0,11%,1.2,143,550,87,152,31,108,1,59,0.276,0.353,0.505,0.859
2010,Buster Posey,poseybu01,NL,SFG,40,0,9%,3.9,108,406,58,124,18,67,0,30,0.305,0.357,0.505,0.862
2010,Matt Holliday,hollima01,NL,STL,32,0,7%,5.9,158,596,95,186,28,103,9,69,0.312,0.39,0.532,0.922
2010,Scott Rolen,rolensc01,NL,CIN,26,0,6%,4.1,133,471,66,134,20,83,1,50,0.285,0.358,0.497,0.854
2010,Ryan Braun,braunry02,NL,MIL,19,0,4%,5.7,157,619,101,188,25,103,14,56,0.304,0.365,0.501,0.866
2010,Ryan Zimmerman,zimmery01,NL,WSN,18,0,4%,6.2,142,525,85,161,25,85,4,69,0.307,0.388,0.51,0.899
2010,Carlos Ruiz,ruizca01,NL,PHI,12,0,3%,4,121,371,43,112,8,53,0,55,0.302,0.4,0.447,0.847
2010,Dan Uggla,ugglada01,NL,FLA,12,0,3%,4.3,159,589,100,169,33,105,4,78,0.287,0.369,0.508,0.877
2010,Jason Heyward,heywaja01,NL,ATL,11,0,2%,6.4,142,520,83,144,18,72,11,91,0.277,0.393,0.456,0.849
2010,Adam Dunn,dunnad01,NL,WSN,9,0,2%,2.5,158,558,85,145,38,103,0,77,0.26,0.356,0.536,0.892
2010,Brian McCann,mccanbr01,NL,ATL,9,0,2%,3.6,143,479,63,129,21,77,5,74,0.269,0.375,0.453,0.828
2010,David Wright,wrighda03,NL,NYM,3,0,1%,2.8,157,587,87,166,29,103,19,69,0.283,0.354,0.503,0.856
2010,Corey Hart,hartco01,NL,MIL,2,0,0%,3.9,145,558,91,158,31,102,7,45,0.283,0.34,0.525,0.865
2009,Albert Pujols,pujolal01,NL,STL,448,32,100%,9.7,160,568,124,186,47,135,16,115,0.327,0.443,0.658,1.101
2009,Hanley Ramirez,ramirha01,NL,FLA,233,0,52%,7.4,151,576,101,197,24,106,27,61,0.342,0.41,0.543,0.954
2009,Ryan Howard,howarry01,NL,PHI,217,0,48%,3.8,160,616,105,172,45,141,8,75,0.279,0.36,0.571,0.931
2009,Prince Fielder,fieldpr01,NL,MIL,203,0,45%,6.3,162,591,103,177,46,141,2,110,0.299,0.412,0.602,1.014
2009,Troy Tulowitzki,tulowtr01,NL,COL,172,0,38%,6.5,151,543,101,161,32,92,20,73,0.297,0.377,0.552,0.93
2009,Andre Ethier,ethiean01,NL,LAD,113,0,25%,3,160,596,92,162,31,106,6,72,0.272,0.361,0.508,0.869
2009,Pablo Sandoval,sandopa01,NL,SFG,89,0,20%,4.3,153,572,79,189,25,90,5,52,0.33,0.387,0.556,0.943
2009,Chase Utley,utleych01,NL,PHI,84,0,19%,8.2,156,571,112,161,31,93,23,88,0.282,0.397,0.508,0.905
2009,Derrek Lee,leede02,NL,CHC,66,0,15%,5.4,141,532,91,163,35,111,1,76,0.306,0.393,0.579,0.972
2009,Matt Kemp,kempma01,NL,LAD,49,0,11%,4.9,159,606,97,180,26,101,34,52,0.297,0.352,0.49,0.842
2009,Ryan Braun,braunry02,NL,MIL,43,0,10%,6.2,158,635,113,203,32,114,20,57,0.32,0.386,0.551,0.937
2009,Adrian Gonzalez,gonzaad01,NL,SDP,30,0,7%,6.9,160,552,90,153,40,99,1,119,0.277,0.407,0.551,0.958
2009,Todd Helton,heltoto01,NL,COL,28,0,6%,3.3,151,544,79,177,15,86,0,89,0.325,0.416,0.489,0.904
2009,Matt Holliday,hollima01,NL,STL,15,0,3%,2.3,63,235,42,83,13,55,2,26,0.353,0.419,0.604,1.023
2009,Jayson Werth,werthja01,NL,PHI,10,0,2%,4.5,159,571,98,153,36,99,20,91,0.268,0.373,0.506,0.879
2009,Shane Victorino,victosh01,NL,PHI,8,0,2%,3.7,156,620,102,181,10,62,25,60,0.292,0.358,0.445,0.803
2009,Yunel Escobar,escobyu01,NL,ATL,6,0,1%,4.3,141,528,89,158,14,76,5,57,0.299,0.377,0.436,0.812
2009,Mark Reynolds,reynoma01,NL,ARI,6,0,1%,3.3,155,578,98,150,44,102,24,76,0.26,0.349,0.543,0.892
2009,Joey Votto,vottojo01,NL,CIN,4,0,1%,4.8,131,469,82,151,25,84,4,70,0.322,0.414,0.567,0.981
2009,Yadier Molina,molinya01,NL,STL,3,0,1%,3.2,140,481,45,141,6,54,9,50,0.293,0.366,0.383,0.749
2009,Miguel Tejada,tejadmi01,NL,HOU,3,0,1%,1.9,158,635,83,199,14,86,5,19,0.313,0.34,0.455,0.795
2009,Justin Upton,uptonju01,NL,ARI,2,0,0%,4,138,526,84,158,26,86,20,55,0.3,0.366,0.532,0.899
2009,Ryan Zimmerman,zimmery01,NL,WSN,2,0,0%,7.3,157,610,110,178,33,106,2,72,0.292,0.364,0.525,0.888
2009,Chris Coghlan,coghlch01,NL,FLA,1,0,0%,1.1,128,504,84,162,9,47,8,53,0.321,0.39,0.46,0.85
2009,Brad Hawpe,hawpebr01,NL,COL,1,0,0%,1.4,145,501,82,143,23,86,1,79,0.285,0.384,0.519,0.903
2008,Albert Pujols,pujolal01,NL,STL,369,18,82%,9.2,148,524,100,187,37,116,7,104,0.357,0.462,0.653,1.114
2008,Ryan Howard,howarry01,NL,PHI,308,12,69%,1.8,162,610,105,153,48,146,1,81,0.251,0.339,0.543,0.881
2008,Ryan Braun,braunry02,NL,MIL,139,0,31%,4.6,151,611,92,174,37,106,14,42,0.285,0.335,0.553,0.888
2008,Manny Ramirez,ramirma02,NL,LAD,138,0,31%,3.5,53,187,36,74,17,53,2,35,0.396,0.489,0.743,1.232
2008,Lance Berkman,berkmla01,NL,HOU,126,0,28%,6.9,159,554,114,173,29,106,18,99,0.312,0.42,0.567,0.986
2008,David Wright,wrighda03,NL,NYM,115,0,26%,6.9,160,626,115,189,33,124,15,94,0.302,0.39,0.534,0.924
2008,Carlos Delgado,delgaca01,NL,NYM,96,0,21%,1.3,159,598,96,162,38,115,1,72,0.271,0.353,0.518,0.871
2008,Aramis Ramirez,ramirar01,NL,CHC,66,0,15%,3,149,554,97,160,27,111,2,74,0.289,0.38,0.518,0.898
2008,Hanley Ramirez,ramirha01,NL,FLA,55,0,12%,6.7,153,589,125,177,33,67,35,92,0.301,0.4,0.54,0.94
2008,Chipper Jones,jonesch06,NL,ATL,44,0,10%,7.3,128,439,82,160,22,75,4,90,0.364,0.47,0.574,1.044
2008,Geovany Soto,sotoge01,NL,CHC,41,0,9%,3.3,141,494,66,141,23,86,0,62,0.285,0.364,0.504,0.868
2008,Chase Utley,utleych01,NL,PHI,30,0,7%,9,159,607,113,177,33,104,14,64,0.292,0.38,0.535,0.915
2008,Ryan Ludwick,ludwiry01,NL,STL,17,0,4%,5.5,152,538,104,161,37,113,4,62,0.299,0.375,0.591,0.966
2008,Adrian Gonzalez,gonzaad01,NL,SDP,13,0,3%,3.5,162,616,103,172,36,119,0,74,0.279,0.361,0.51,0.871
2008,Matt Holliday,hollima01,NL,COL,13,0,3%,5.9,139,539,107,173,25,88,28,74,0.321,0.409,0.538,0.947
2008,Prince Fielder,fieldpr01,NL,MIL,11,0,2%,1.5,159,588,86,162,34,102,3,84,0.276,0.372,0.507,0.879
2008,Carlos Beltran,beltrca01,NL,NYM,10,0,2%,7,161,606,116,172,27,112,25,92,0.284,0.376,0.5,0.876
2008,Derrek Lee,leede02,NL,CHC,10,0,2%,1.9,155,623,93,181,20,90,8,71,0.291,0.361,0.462,0.823
2008,Jose Reyes,reyesjo01,NL,NYM,3,0,1%,4.8,159,688,113,204,16,68,56,66,0.297,0.358,0.475,0.833
2008,Stephen Drew,drewst01,NL,ARI,2,0,0%,3,152,611,91,178,21,67,3,41,0.291,0.333,0.502,0.836
2008,Nate McLouth,mclouna01,NL,PIT,1,0,0%,2.4,152,597,113,165,26,94,23,65,0.276,0.356,0.497,0.853
2007,Jimmy Rollins,rolliji01,NL,PHI,353,16,79%,6.1,162,716,139,212,30,94,41,49,0.296,0.344,0.531,0.875
2007,Matt Holliday,hollima01,NL,COL,336,11,75%,6,158,636,120,216,36,137,11,63,0.34,0.405,0.607,1.012
2007,Prince Fielder,fieldpr01,NL,MIL,284,5,63%,3.6,158,573,109,165,50,119,2,90,0.288,0.395,0.618,1.013
2007,David Wright,wrighda03,NL,NYM,182,0,41%,8.3,160,604,113,196,30,107,34,94,0.325,0.416,0.546,0.963
2007,Ryan Howard,howarry01,NL,PHI,112,0,25%,2.9,144,529,94,142,47,136,1,107,0.268,0.392,0.584,0.976
2007,Chipper Jones,jonesch06,NL,ATL,107,0,24%,7.6,134,513,108,173,29,102,5,82,0.337,0.425,0.604,1.029
2007,Chase Utley,utleych01,NL,PHI,89,0,20%,7.8,132,530,104,176,22,103,9,50,0.332,0.41,0.566,0.976
2007,Albert Pujols,pujolal01,NL,STL,50,0,11%,8.7,158,565,99,185,32,103,2,99,0.327,0.429,0.568,0.997
2007,Hanley Ramirez,ramirha01,NL,FLA,49,0,11%,4.4,154,639,125,212,29,81,51,52,0.332,0.386,0.562,0.948
2007,Eric Byrnes,byrneer01,NL,ARI,43,0,10%,3.7,160,626,103,179,21,83,50,57,0.286,0.353,0.46,0.813
2007,Alfonso Soriano,soriaal01,NL,CHC,39,0,9%,4.3,135,579,97,173,33,70,19,31,0.299,0.337,0.56,0.897
2007,Aramis Ramirez,ramirar01,NL,CHC,36,0,8%,5.3,132,506,72,157,26,101,0,43,0.31,0.366,0.549,0.915
2007,Miguel Cabrera,cabremi01,NL,FLA,18,0,4%,3.2,157,588,91,188,34,119,2,79,0.32,0.401,0.565,0.965
2007,Jose Reyes,reyesjo01,NL,NYM,16,0,4%,5.1,160,681,119,191,12,57,78,77,0.28,0.354,0.421,0.775
2007,Troy Tulowitzki,tulowtr01,NL,COL,13,0,3%,6.8,155,609,104,177,24,99,7,57,0.291,0.359,0.479,0.838
2007,Carlos Lee,leeca01,NL,HOU,7,0,2%,2.4,162,627,93,190,32,119,10,53,0.303,0.354,0.528,0.882
2007,Carlos Beltran,beltrca01,NL,NYM,6,0,1%,5.4,144,554,93,153,33,112,23,69,0.276,0.353,0.525,0.878
2007,Adrian Gonzalez,gonzaad01,NL,SDP,6,0,1%,2.5,161,646,101,182,30,100,0,65,0.282,0.347,0.502,0.849
2007,Brandon Phillips,phillbr01,NL,CIN,3,0,1%,4,158,650,107,187,30,94,32,33,0.288,0.331,0.485,0.816
2007,Aaron Rowand,rowanaa01,NL,PHI,3,0,1%,5.1,161,612,105,189,27,89,6,47,0.309,0.374,0.515,0.889
2007,Ryan Braun,braunry02,NL,MIL,2,0,0%,2,113,451,91,146,34,97,15,29,0.324,0.37,0.634,1.004
2007,Brad Hawpe,hawpebr01,NL,COL,2,0,0%,1.5,152,516,80,150,29,116,0,81,0.291,0.387,0.539,0.926
2006,Ryan Howard,howarry01,NL,PHI,388,20,87%,5.2,159,581,104,182,58,149,0,108,0.313,0.425,0.659,1.084
2006,Albert Pujols,pujolal01,NL,STL,347,12,77%,8.5,143,535,119,177,49,137,7,92,0.331,0.431,0.671,1.102
2006,Lance Berkman,berkmla01,NL,HOU,230,0,51%,6,152,536,95,169,45,136,3,98,0.315,0.42,0.621,1.041
2006,Carlos Beltran,beltrca01,NL,NYM,211,0,47%,8.2,140,510,127,140,41,116,18,95,0.275,0.388,0.594,0.982
2006,Miguel Cabrera,cabremi01,NL,FLA,170,0,38%,5.8,158,576,112,195,26,114,9,86,0.339,0.43,0.568,0.998
2006,Alfonso Soriano,soriaal01,NL,WSN,106,0,24%,6.1,159,647,119,179,46,95,41,67,0.277,0.351,0.56,0.911
2006,Jose Reyes,reyesjo01,NL,NYM,98,0,22%,5.9,153,647,122,194,19,81,64,53,0.3,0.354,0.487,0.841
2006,Chase Utley,utleych01,NL,PHI,98,0,22%,7.3,160,658,131,203,32,102,15,63,0.309,0.379,0.527,0.906
2006,David Wright,wrighda03,NL,NYM,70,0,16%,4.1,154,582,96,181,26,116,20,66,0.311,0.381,0.531,0.912
2006,Andruw Jones,jonesan01,NL,ATL,29,0,6%,5.6,156,565,107,148,41,129,4,82,0.262,0.363,0.531,0.894
2006,Carlos Delgado,delgaca01,NL,NYM,23,0,5%,2.7,144,524,89,139,38,114,0,74,0.265,0.361,0.548,0.909
2006,Nomar Garciaparra,garcino01,NL,LAD,18,0,4%,2.5,122,469,82,142,20,93,3,42,0.303,0.367,0.505,0.872
2006,Rafael Furcal,furcara02,NL,LAD,11,0,2%,4.4,159,654,113,196,15,63,37,73,0.3,0.369,0.445,0.814
2006,Garrett Atkins,atkinga01,NL,COL,10,0,2%,5,157,602,117,198,29,120,4,79,0.329,0.409,0.556,0.965
2006,Matt Holliday,hollima01,NL,COL,10,0,2%,3.4,155,602,119,196,34,114,10,47,0.326,0.387,0.586,0.973
2006,Aramis Ramirez,ramirar01,NL,CHC,5,0,1%,3.5,157,594,93,173,38,119,2,50,0.291,0.352,0.561,0.912
2006,Freddy Sanchez,sanchfr01,NL,PIT,5,0,1%,4.4,157,582,85,200,6,85,3,31,0.344,0.378,0.473,0.851
2006,Chipper Jones,jonesch06,NL,ATL,3,0,1%,3.6,110,411,87,133,26,86,6,61,0.324,0.409,0.596,1.005
2006,Mike Cameron,camermi01,NL,SDP,2,0,0%,4.4,141,552,88,148,22,83,25,71,0.268,0.355,0.482,0.837
2006,Jimmy Rollins,rolliji01,NL,PHI,2,0,0%,4.6,158,689,127,191,25,83,36,57,0.277,0.334,0.478,0.811
2006,Jason Bay,bayja01,NL,PIT,1,0,0%,4.3,159,570,101,163,35,109,11,102,0.286,0.396,0.532,0.928
2005,Albert Pujols,pujolal01,NL,STL,378,18,84%,8.4,161,591,129,195,41,117,16,97,0.33,0.43,0.609,1.039
2005,Andruw Jones,jonesan01,NL,ATL,351,13,78%,6.7,160,586,95,154,51,128,5,64,0.263,0.347,0.575,0.922
2005,Derrek Lee,leede02,NL,CHC,263,1,59%,7.7,158,594,120,199,46,107,15,85,0.335,0.418,0.662,1.08
2005,Morgan Ensberg,ensbemo01,NL,HOU,160,0,36%,6.3,150,526,86,149,36,101,6,85,0.283,0.388,0.557,0.945
2005,Miguel Cabrera,cabremi01,NL,FLA,146,0,33%,5.2,158,613,106,198,33,116,1,64,0.323,0.385,0.561,0.947
2005,Carlos Delgado,delgaca01,NL,FLA,84,0,19%,2.8,144,521,81,157,33,115,0,72,0.301,0.399,0.582,0.981
2005,Pat Burrell,burrepa01,NL,PHI,65,0,15%,3.6,154,562,78,158,32,117,0,99,0.281,0.389,0.504,0.892
2005,Brian Giles,gilesbr02,NL,SDP,48,0,11%,4.9,158,545,92,164,15,83,13,119,0.301,0.423,0.483,0.905
2005,Jimmy Rollins,rolliji01,NL,PHI,45,0,10%,4.9,158,677,115,196,12,54,41,47,0.29,0.338,0.431,0.77
2005,Jason Bay,bayja01,NL,PIT,41,0,9%,5.7,162,599,110,183,32,101,21,95,0.306,0.402,0.559,0.961
2005,Chase Utley,utleych01,NL,PHI,22,0,5%,7.3,147,543,93,158,28,105,16,69,0.291,0.376,0.54,0.915
2005,Bobby Abreu,abreubo01,NL,PHI,21,0,5%,3.6,162,588,104,168,24,102,31,117,0.286,0.405,0.474,0.879
2005,Lance Berkman,berkmla01,NL,HOU,21,0,5%,3.2,132,468,76,137,24,82,4,91,0.293,0.411,0.524,0.934
2005,Carlos Lee,leeca01,NL,MIL,19,0,4%,1,162,618,85,164,32,114,13,57,0.265,0.324,0.487,0.811
2005,Jeff Kent,kentje01,NL,LAD,18,0,4%,3.8,149,553,100,160,29,105,6,72,0.289,0.377,0.512,0.889
2005,David Wright,wrighda03,NL,NYM,18,0,4%,4.8,160,575,99,176,27,102,17,72,0.306,0.388,0.523,0.912
2005,David Eckstein,eckstda01,NL,STL,15,0,3%,2.9,158,630,90,185,8,61,11,58,0.294,0.363,0.395,0.758
2005,Ken Griffey Jr.,griffke02,NL,CIN,5,0,1%,3.7,128,491,85,148,35,92,0,54,0.301,0.369,0.576,0.946
2005,Adam Dunn,dunnad01,NL,CIN,4,0,1%,2.9,160,543,107,134,40,101,4,114,0.247,0.387,0.54,0.927
2005,Jim Edmonds,edmonji01,NL,STL,4,0,1%,4.4,142,467,88,123,29,89,5,91,0.263,0.385,0.533,0.918
2005,Cliff Floyd,floydcl01,NL,NYM,4,0,1%,4.7,150,550,85,150,34,98,12,63,0.273,0.358,0.505,0.863
2005,Marcus Giles,gilesma01,NL,ATL,4,0,1%,4,152,577,104,168,15,63,16,64,0.291,0.365,0.461,0.826
2005,Jose Reyes,reyesjo01,NL,NYM,1,0,0%,1.6,161,696,99,190,7,58,60,27,0.273,0.3,0.386,0.687
2004,Barry Bonds,bondsba01,NL,SFG,407,24,91%,10.6,147,373,129,135,45,101,6,232,0.362,0.609,0.812,1.422
2004,Adrian Beltre,beltrad01,NL,LAD,311,6,69%,9.6,156,598,104,200,48,121,7,53,0.334,0.388,0.629,1.017
2004,Albert Pujols,pujolal01,NL,STL,247,1,55%,8.5,154,592,133,196,46,123,5,84,0.331,0.415,0.657,1.072
2004,Scott Rolen,rolensc01,NL,STL,226,1,50%,9.2,142,500,109,157,34,124,4,72,0.314,0.409,0.598,1.007
2004,Jim Edmonds,edmonji01,NL,STL,160,0,36%,7.2,153,498,102,150,42,111,8,101,0.301,0.418,0.643,1.061
2004,J.D. Drew,drewj.01,NL,ATL,114,0,25%,8.3,145,518,118,158,31,93,12,118,0.305,0.436,0.569,1.006
2004,Lance Berkman,berkmla01,NL,HOU,100,0,22%,6,160,544,104,172,30,106,9,127,0.316,0.45,0.566,1.016
2004,Mark Loretta,loretma01,NL,SDP,50,0,11%,6,154,620,108,208,16,76,5,58,0.335,0.391,0.495,0.886
2004,Aramis Ramirez,ramirar01,NL,CHC,42,0,9%,4.4,145,547,99,174,36,103,0,49,0.318,0.373,0.578,0.951
2004,Carlos Beltran,beltrca01,NL,HOU,20,0,4%,4.5,90,333,70,86,23,53,28,55,0.258,0.368,0.559,0.926
2004,Jeff Kent,kentje01,NL,HOU,18,0,4%,3.9,145,540,96,156,27,107,7,49,0.289,0.348,0.531,0.88
2004,Moises Alou,aloumo01,NL,CHC,15,0,3%,4,155,601,106,176,39,106,3,68,0.293,0.361,0.557,0.919
